DB ID,Parasite Reported Name,Parasite Corrected Name,Host Reported Name,Host Corrected Name C&H,Host Corrected Name W&R05,Location,Latitude,Longitude,Resolution,Prevalence,Sample Size,Sample Basis,Host Sex,Host Age,Parasite Type,Close,Sexual,Vertical,Nonclose,Vector,Intermediate,Citation,Full Reference
5784,Lemurostrongylus spp.,Lemurostrongylus sp.,Propithecus verreauxi deckeni,Propithecus verreauxi,Propithecus deckenii,Tsiombokibo,-18.9,47.5,,0.456,11.0,Animals,,Adult,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Junge and Louis 2005b,"Junge, R. E., and E. E. Louis. 2005. BIOMEDICAL EVALUATION OF TWO SYMPATRIC LEMUR SPECIES (PROPITHECUS VERREAUXI DECKENI AND EULEMUR FULVUS RUFUS) IN TSIOMBOKIBO CLASSIFIED FOREST, MADAGASCAR. Journal of Zoo and Wildlife Medicine 36:581-589."
5785,Lemuricola spp.,Lemuricola sp.,Propithecus verreauxi deckeni,Propithecus verreauxi,Propithecus deckenii,Tsiombokibo,-18.9,47.5,,0.091,11.0,Animals,,Adult,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Junge and Louis 2005b,"Junge, R. E., and E. E. Louis. 2005. BIOMEDICAL EVALUATION OF TWO SYMPATRIC LEMUR SPECIES (PROPITHECUS VERREAUXI DECKENI AND EULEMUR FULVUS RUFUS) IN TSIOMBOKIBO CLASSIFIED FOREST, MADAGASCAR. Journal of Zoo and Wildlife Medicine 36:581-589."
5786,Lemurostrongylus spp.,Lemurostrongylus sp.,Eulemur fulvus rufus,Eulemur fulvus,Eulemur rufus,Tsiombokibo,-18.9,47.5,,0.3,10.0,Samples,,Adult,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Junge and Louis 2005b,"Junge, R. E., and E. E. Louis. 2005. BIOMEDICAL EVALUATION OF TWO SYMPATRIC LEMUR SPECIES (PROPITHECUS VERREAUXI DECKENI AND EULEMUR FULVUS RUFUS) IN TSIOMBOKIBO CLASSIFIED FOREST, MADAGASCAR. Journal of Zoo and Wildlife Medicine 36:581-589."
5787,Trichurus spp.,Trichurus sp.,Eulemur fulvus rufus,Eulemur fulvus,Eulemur rufus,Tsiombokibo,-18.9,47.5,,0.2,,Samples,,Adult,Fungus,0.0,0.0,0.0,1.0,0.0,0.0,Junge and Louis 2005b,"Junge, R. E., and E. E. Louis. 2005. BIOMEDICAL EVALUATION OF TWO SYMPATRIC LEMUR SPECIES (PROPITHECUS VERREAUXI DECKENI AND EULEMUR FULVUS RUFUS) IN TSIOMBOKIBO CLASSIFIED FOREST, MADAGASCAR. Journal of Zoo and Wildlife Medicine 36:581-589."
5788,Haemaphysalis lemuris,Haemaphysalis lemuris,Propithecus verreauxi deckeni,Propithecus verreauxi,Propithecus deckenii,Tsiombokibo,-18.9,47.5,,0.05,20.0,Animals,,Adult,Arthropod,0.0,0.0,0.0,1.0,0.0,0.0,Junge and Louis 2005b,"Junge, R. E., and E. E. Louis. 2005. BIOMEDICAL EVALUATION OF TWO SYMPATRIC LEMUR SPECIES (PROPITHECUS VERREAUXI DECKENI AND EULEMUR FULVUS RUFUS) IN TSIOMBOKIBO CLASSIFIED FOREST, MADAGASCAR. Journal of Zoo and Wildlife Medicine 36:581-589."
5789,Psoroptes,Psoroptes sp.,Propithecus verreauxi deckeni,Propithecus verreauxi,Propithecus deckenii,Tsiombokibo,-18.9,47.5,,0.05,20.0,Animals,,Adult,Arthropod,1.0,0.0,0.0,1.0,0.0,0.0,Junge and Louis 2005b,"Junge, R. E., and E. E. Louis. 2005. BIOMEDICAL EVALUATION OF TWO SYMPATRIC LEMUR SPECIES (PROPITHECUS VERREAUXI DECKENI AND EULEMUR FULVUS RUFUS) IN TSIOMBOKIBO CLASSIFIED FOREST, MADAGASCAR. Journal of Zoo and Wildlife Medicine 36:581-589."
5792,Citrobacter ssp.,Citrobacter sp.,Propithecus verreauxi deckeni,Propithecus verreauxi,Propithecus deckenii,Tsiombokibo,-18.9,47.5,,0.167,6.0,Animals,,Adult,Bacteria,0.0,0.0,1.0,1.0,0.0,0.0,Junge and Louis 2005b,"Junge, R. E., and E. E. Louis. 2005. BIOMEDICAL EVALUATION OF TWO SYMPATRIC LEMUR SPECIES (PROPITHECUS VERREAUXI DECKENI AND EULEMUR FULVUS RUFUS) IN TSIOMBOKIBO CLASSIFIED FOREST, MADAGASCAR. Journal of Zoo and Wildlife Medicine 36:581-589."
5793,Enterococcus faecalis,Enterococcus faecalis,Propithecus verreauxi deckeni,Propithecus verreauxi,Propithecus deckenii,Tsiombokibo,-18.9,47.5,,0.333,6.0,Animals,,Adult,Bacteria,0.0,0.0,0.0,1.0,0.0,0.0,Junge and Louis 2005b,"Junge, R. E., and E. E. Louis. 2005. BIOMEDICAL EVALUATION OF TWO SYMPATRIC LEMUR SPECIES (PROPITHECUS VERREAUXI DECKENI AND EULEMUR FULVUS RUFUS) IN TSIOMBOKIBO CLASSIFIED FOREST, MADAGASCAR. Journal of Zoo and Wildlife Medicine 36:581-589."
5794,Bacillus cereus,Bacillus cereus,Propithecus verreauxi deckeni,Propithecus verreauxi,Propithecus deckenii,Tsiombokibo,-18.9,47.5,,0.167,6.0,Animals,,Adult,Bacteria,0.0,0.0,0.0,1.0,0.0,0.0,Junge and Louis 2005b,"Junge, R. E., and E. E. Louis. 2005. BIOMEDICAL EVALUATION OF TWO SYMPATRIC LEMUR SPECIES (PROPITHECUS VERREAUXI DECKENI AND EULEMUR FULVUS RUFUS) IN TSIOMBOKIBO CLASSIFIED FOREST, MADAGASCAR. Journal of Zoo and Wildlife Medicine 36:581-589."
5796,Klebsiella ozaenae,Klebsiella pneumoniae,Eulemur fulvus rufus,Eulemur fulvus,Eulemur rufus,Tsiombokibo,-18.9,47.5,,0.25,4.0,Animals,,Adult,Bacteria,1.0,0.0,0.0,1.0,0.0,0.0,Junge and Louis 2005b,"Junge, R. E., and E. E. Louis. 2005. BIOMEDICAL EVALUATION OF TWO SYMPATRIC LEMUR SPECIES (PROPITHECUS VERREAUXI DECKENI AND EULEMUR FULVUS RUFUS) IN TSIOMBOKIBO CLASSIFIED FOREST, MADAGASCAR. Journal of Zoo and Wildlife Medicine 36:581-589."
5798,Acinetobacter lwolfii,Acinetobacter lwoffii,Eulemur fulvus rufus,Eulemur fulvus,Eulemur rufus,Tsiombokibo,-18.9,47.5,,0.25,4.0,Animals,,Adult,Bacteria,0.0,0.0,0.0,1.0,0.0,0.0,Junge and Louis 2005b,"Junge, R. E., and E. E. Louis. 2005. BIOMEDICAL EVALUATION OF TWO SYMPATRIC LEMUR SPECIES (PROPITHECUS VERREAUXI DECKENI AND EULEMUR FULVUS RUFUS) IN TSIOMBOKIBO CLASSIFIED FOREST, MADAGASCAR. Journal of Zoo and Wildlife Medicine 36:581-589."
5799,Enterobacter amnigenus,Enterobacter amnigenus,Eulemur fulvus rufus,Eulemur fulvus,Eulemur rufus,Tsiombokibo,-18.9,47.5,,0.25,4.0,Animals,,Adult,Bacteria,1.0,0.0,0.0,1.0,0.0,0.0,Junge and Louis 2005b,"Junge, R. E., and E. E. Louis. 2005. BIOMEDICAL EVALUATION OF TWO SYMPATRIC LEMUR SPECIES (PROPITHECUS VERREAUXI DECKENI AND EULEMUR FULVUS RUFUS) IN TSIOMBOKIBO CLASSIFIED FOREST, MADAGASCAR. Journal of Zoo and Wildlife Medicine 36:581-589."
5800,TT Virus,Anellovirus Torque teno virus,Pan troglodytes sweinfurthii,Pan troglodytes,Pan troglodytes,Kisingani,,,,0.25,,Samples,,,Virus,1.0,1.0,1.0,1.0,0.0,0.0,Barnett et al. 2004,"Barnett, O. E., M. Worobey, E. C. Holmes, and A. Cooper. 2004. DETECTION OF TT VIRUS AMONG CHIMPANZEES IN THE WILD USING A NONINVASIVE TECHNIQUE. Journal of Wildlife Diseases 40:230-237."
5801,TT Virus,Anellovirus Torque teno virus,Pan troglodytes sweinfurthii,Pan troglodytes,Pan troglodytes,Budongo,1.73,31.55,SL,1.0,3.0,Animals,,,Virus,1.0,1.0,1.0,1.0,0.0,0.0,Barnett et al. 2004,"Barnett, O. E., M. Worobey, E. C. Holmes, and A. Cooper. 2004. DETECTION OF TT VIRUS AMONG CHIMPANZEES IN THE WILD USING A NONINVASIVE TECHNIQUE. Journal of Wildlife Diseases 40:230-237."
5802,Oesophagostomum aculeatum,Oesophagostomum aculeatum,Macaca fuscata,Macaca fuscata,Macaca fuscata,Wakinosawa,39.03,141.7,,0.0,15.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5803,Oesophagostomum aculeatum,Oesophagostomum aculeatum,Macaca fuscata,Macaca fuscata,Macaca fuscata,Kinkasan,38.3,141.6,SL,0.086,23.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5804,Oesophagostomum aculeatum,Oesophagostomum aculeatum,Macaca fuscata,Macaca fuscata,Macaca fuscata,Nikko,36.7,139.7,,0.0,23.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5805,Oesophagostomum aculeatum,Oesophagostomum aculeatum,Macaca fuscata,Macaca fuscata,Macaca fuscata,Kamuri,36.6,136.6,SL,0.24,25.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5806,Oesophagostomum aculeatum,Oesophagostomum aculeatum,Macaca fuscata,Macaca fuscata,Macaca fuscata,Kiso,35.8,137.7,SL,0.0,7.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5807,Oesophagostomum aculeatum,Oesophagostomum aculeatum,Macaca fuscata,Macaca fuscata,Macaca fuscata,Takagoyama,35.6,140.1,,0.083,24.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5808,Oesophagostomum aculeatum,Oesophagostomum aculeatum,Macaca fuscata,Macaca fuscata,Macaca fuscata,Sakamoto,35.0,138.4,,1.0,8.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5809,Oesophagostomum aculeatum,Oesophagostomum aculeatum,Macaca fuscata,Macaca fuscata,Macaca fuscata,Arashiyama,35.03,135.7,,0.0,21.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5810,Oesophagostomum aculeatum,Oesophagostomum aculeatum,Macaca fuscata,Macaca fuscata,Macaca fuscata,Hagachizaki,35.1,138.3,SL,0.0,38.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5811,Oesophagostomum aculeatum,Oesophagostomum aculeatum,Macaca fuscata,Macaca fuscata,Macaca fuscata,Shodoshima,34.5,134.2,,0.032,31.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5812,Oesophagostomum aculeatum,Oesophagostomum aculeatum,Macaca fuscata,Macaca fuscata,Macaca fuscata,Awajishima,34.3,134.8,,0.0,20.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5813,Strongyloides fuelleborni,Strongyloides fulleborni,Macaca fuscata,Macaca fuscata,Macaca fuscata,Wakinosawa,39.03,141.7,,0.866,15.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5814,Strongyloides fuelleborni,Strongyloides fulleborni,Macaca fuscata,Macaca fuscata,Macaca fuscata,Kinkasan,38.3,141.6,SL,0.13,23.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5815,Strongyloides fuelleborni,Strongyloides fulleborni,Macaca fuscata,Macaca fuscata,Macaca fuscata,Nikko,36.7,139.7,,0.0,23.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5816,Strongyloides fuelleborni,Strongyloides fulleborni,Macaca fuscata,Macaca fuscata,Macaca fuscata,Kamuri,36.6,136.6,SL,0.0,25.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5817,Strongyloides fuelleborni,Strongyloides fulleborni,Macaca fuscata,Macaca fuscata,Macaca fuscata,Kiso,35.8,137.7,SL,0.714,7.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5818,Strongyloides fuelleborni,Strongyloides fulleborni,Macaca fuscata,Macaca fuscata,Macaca fuscata,Takagoyama,35.6,140.1,,0.166,24.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5820,Strongyloides fuelleborni,Strongyloides fulleborni,Macaca fuscata,Macaca fuscata,Macaca fuscata,Sakamoto,35.0,138.4,,0.25,8.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5821,Strongyloides fuelleborni,Strongyloides fulleborni,Macaca fuscata,Macaca fuscata,Macaca fuscata,Arashiyama,35.03,135.7,,0.333,21.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5822,Strongyloides fuelleborni,Strongyloides fulleborni,Macaca fuscata,Macaca fuscata,Macaca fuscata,Hagachizaki,35.1,138.3,SL,0.421,38.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5823,Strongyloides fuelleborni,Strongyloides fulleborni,Macaca fuscata,Macaca fuscata,Macaca fuscata,Shodoshima,34.5,134.2,,0.096,31.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5824,Strongyloides fuelleborni,Strongyloides fulleborni,Macaca fuscata,Macaca fuscata,Macaca fuscata,Awajishima,34.3,134.8,,0.55,20.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5825,Streptopharagus pigmentatus,Streptopharagus pigmentatus,Macaca fuscata,Macaca fuscata,Macaca fuscata,Wakinosawa,39.03,141.7,,0.0,15.0,Animals,,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5826,Streptopharagus pigmentatus,Streptopharagus pigmentatus,Macaca fuscata,Macaca fuscata,Macaca fuscata,Kinkasan,38.3,141.6,SL,0.0,23.0,Animals,,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5827,Streptopharagus pigmentatus,Streptopharagus pigmentatus,Macaca fuscata,Macaca fuscata,Macaca fuscata,Nikko,36.7,139.7,,0.0,23.0,Animals,,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5828,Streptopharagus pigmentatus,Streptopharagus pigmentatus,Macaca fuscata,Macaca fuscata,Macaca fuscata,Kamuri,36.6,136.6,SL,0.04,25.0,Animals,,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5829,Streptopharagus pigmentatus,Streptopharagus pigmentatus,Macaca fuscata,Macaca fuscata,Macaca fuscata,Kiso,35.8,137.7,SL,0.0,7.0,Animals,,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5830,Streptopharagus pigmentatus,Streptopharagus pigmentatus,Macaca fuscata,Macaca fuscata,Macaca fuscata,Takagoyama,35.6,140.1,,0.0,24.0,Animals,,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5831,Streptopharagus pigmentatus,Streptopharagus pigmentatus,Macaca fuscata,Macaca fuscata,Macaca fuscata,Sakamoto,35.0,138.4,,0.75,8.0,Animals,,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5832,Streptopharagus pigmentatus,Streptopharagus pigmentatus,Macaca fuscata,Macaca fuscata,Macaca fuscata,Arashiyama,35.03,135.7,,0.714,21.0,Animals,,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5833,Streptopharagus pigmentatus,Streptopharagus pigmentatus,Macaca fuscata,Macaca fuscata,Macaca fuscata,Hagachizaki,35.1,138.3,SL,0.789,38.0,Animals,,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5834,Streptopharagus pigmentatus,Streptopharagus pigmentatus,Macaca fuscata,Macaca fuscata,Macaca fuscata,Shodoshima,34.5,134.2,,0.741,31.0,Animals,,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5835,Streptopharagus pigmentatus,Streptopharagus pigmentatus,Macaca fuscata,Macaca fuscata,Macaca fuscata,Awajishima,34.3,134.8,,0.2,20.0,Animals,,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5836,Trichuris trichiura,Trichuris trichiura,Macaca fuscata,Macaca fuscata,Macaca fuscata,Wakinosawa,39.03,141.7,,0.333,15.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5837,Trichuris trichiura,Trichuris trichiura,Macaca fuscata,Macaca fuscata,Macaca fuscata,Kinkasan,38.3,141.6,SL,0.913,23.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5838,Trichuris trichiura,Trichuris trichiura,Macaca fuscata,Macaca fuscata,Macaca fuscata,Nikko,36.7,139.7,,1.0,23.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5839,Trichuris trichiura,Trichuris trichiura,Macaca fuscata,Macaca fuscata,Macaca fuscata,Kamuri,36.6,136.6,SL,0.88,25.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5840,Trichuris trichiura,Trichuris trichiura,Macaca fuscata,Macaca fuscata,Macaca fuscata,Kiso,35.8,137.7,SL,1.0,7.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5841,Trichuris trichiura,Trichuris trichiura,Macaca fuscata,Macaca fuscata,Macaca fuscata,Takagoyama,35.6,140.1,,0.208,24.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5842,Trichuris trichiura,Trichuris trichiura,Macaca fuscata,Macaca fuscata,Macaca fuscata,Sakamoto,35.0,138.4,,0.875,8.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5843,Trichuris trichiura,Trichuris trichiura,Macaca fuscata,Macaca fuscata,Macaca fuscata,Arashiyama,35.03,135.7,,0.666,21.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5844,Trichuris trichiura,Trichuris trichiura,Macaca fuscata,Macaca fuscata,Macaca fuscata,Hagachizaki,35.1,138.3,SL,0.921,38.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
5845,Trichuris trichiura,Trichuris trichiura,Macaca fuscata,Macaca fuscata,Macaca fuscata,Shodoshima,34.5,134.2,,0.677,31.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Gotoh 2000,"Gotoh, S. 2000. Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites. Primates 41:291-298."
